student_id,gender,age,parental_education,family_income,internet_access,study_environment,study_hours_per_day,attendance_rate,sleep_hours,social_media_hours,assignment_completion_rate,participation_score,online_courses_completed,tutoring,previous_gpa,pass_fail
S04341,Female,15,High School,Medium,Yes,Quiet,2.65,85.0,7.47,1.8,68.0,68.3,3,No,1.73,Fail
S04342,Female,17,High School,Low,Yes,Quiet,2.79,77.0,8.45,1.5,75.5,92.9,1,No,1.78,Fail
S04343,Female,18,High School,Medium,Yes,Noisy,4.43,88.9,8.72,2.1,78.5,20.0,2,No,2.57,Pass
S04344,Male,17,Master,Medium,Yes,Moderate,1.78,80.7,7.3,1.5,76.1,55.8,2,No,1.07,Fail
S04345,Male,17,PhD,Medium,Yes,Quiet,3.58,84.5,6.66,3.0,70.5,100.0,5,No,1.81,Pass
S04346,Female,15,High School,Medium,Yes,Moderate,3.1,80.1,6.82,1.1,73.2,87.1,6,Yes,2.1,Fail
S04347,Male,17,High School,High,Yes,Noisy,0.73,77.0,5.07,4.0,100.0,77.4,3,No,2.1,Fail
S04348,Female,16,Bachelor,Low,Yes,Quiet,2.13,82.9,7.02,3.6,76.2,73.5,3,No,1.72,Fail
S04349,Female,17,High School,Medium,Yes,Quiet,2.08,96.9,6.38,3.2,100.0,65.8,0,Yes,1.26,Fail
S04350,Male,18,High School,Medium,Yes,Quiet,5.02,80.3,6.3,1.8,95.7,49.0,3,No,2.49,Pass
S04351,Female,16,High School,Low,Yes,Moderate,3.65,83.7,6.96,2.6,79.1,63.3,2,Yes,2.08,Fail
S04352,Male,15,Bachelor,Low,Yes,Quiet,3.17,82.3,4.9,2.3,89.9,67.7,4,No,1.86,Pass
S04353,Male,18,High School,Medium,Yes,Noisy,0.5,78.6,6.82,2.5,72.0,86.7,5,Yes,1.65,Fail
S04354,Female,16,High School,Low,Yes,Moderate,0.71,97.3,7.2,0.5,96.0,74.8,4,Yes,1.48,Fail
S04355,Male,18,High School,Low,Yes,Moderate,3.87,71.4,5.46,2.7,99.9,70.5,4,No,1.99,Fail
S04356,Male,16,Bachelor,High,Yes,Quiet,3.94,84.1,8.35,3.0,88.9,59.7,1,No,1.8,Fail
S04357,Female,18,PhD,Medium,Yes,Noisy,2.11,76.6,7.44,4.7,72.4,62.5,1,No,1.83,Fail
S04358,Female,18,High School,Low,Yes,Moderate,3.03,90.7,8.29,1.0,88.9,43.4,0,No,2.29,Pass
S04359,Male,16,Master,Medium,Yes,Moderate,2.95,86.3,7.43,0.7,69.6,73.0,4,No,2.37,Pass
S04360,Male,15,Master,Medium,Yes,Noisy,3.2,96.8,7.36,4.0,59.2,50.9,1,Yes,1.61,Fail
S04361,Female,15,PhD,High,Yes,Noisy,2.55,92.3,8.52,0.2,83.9,64.3,4,Yes,1.49,Fail
S04362,Male,18,Master,Medium,Yes,Moderate,3.98,85.8,8.32,4.7,55.6,84.9,2,No,1.86,Fail
S04363,Male,18,Bachelor,High,Yes,Moderate,4.33,92.4,8.94,4.3,73.8,73.5,2,No,2.79,Pass
S04364,Male,15,Master,Low,Yes,Quiet,1.85,93.4,6.88,3.4,85.5,74.6,0,No,2.45,Fail
S04365,Male,15,High School,Medium,Yes,Noisy,1.57,75.9,6.21,0.2,100.0,88.0,3,No,1.69,Fail
S04366,Male,17,Bachelor,Low,Yes,Noisy,2.04,92.7,5.84,2.3,70.4,79.8,4,No,1.6,Fail
S04367,Male,15,PhD,Low,Yes,Quiet,3.06,88.0,6.02,2.4,64.8,67.6,1,No,1.88,Pass
S04368,Male,18,Master,Medium,Yes,Moderate,3.43,89.9,7.68,2.9,91.8,39.6,3,No,1.49,Fail
S04369,Female,16,PhD,Low,Yes,Moderate,3.95,80.9,9.73,3.3,83.3,63.3,2,No,1.64,Fail
S04370,Female,15,Master,Medium,Yes,Quiet,4.17,76.5,8.51,1.4,81.1,68.3,5,Yes,2.06,Pass
S04371,Female,17,Master,High,Yes,Moderate,3.43,74.7,6.82,4.1,57.7,69.7,1,No,1.47,Fail
S04372,Female,17,Bachelor,Medium,Yes,Quiet,3.28,50.9,7.77,3.3,96.3,45.4,5,No,1.84,Fail
S04373,Female,17,Master,Low,Yes,Moderate,4.98,77.9,6.45,3.3,48.4,72.4,0,No,1.93,Fail
S04374,Male,16,Bachelor,Medium,Yes,Quiet,3.01,100.0,6.51,2.2,82.9,80.7,4,Yes,2.04,Fail
S04375,Male,15,Master,High,Yes,Moderate,3.71,93.2,5.97,3.1,98.4,64.0,1,No,2.62,Pass
S04376,Male,15,Master,Medium,Yes,Quiet,3.38,88.2,6.03,0.0,81.7,76.3,1,No,2.72,Pass
S04377,Male,15,Master,Medium,Yes,Quiet,2.79,94.6,7.56,3.1,76.3,59.6,3,No,1.66,Fail
S04378,Female,16,Bachelor,Low,Yes,Quiet,2.8,82.4,8.48,5.0,64.4,73.2,0,No,1.91,Fail
S04379,Male,16,High School,Low,Yes,Moderate,4.59,81.1,8.04,3.7,71.4,97.7,0,Yes,2.35,Pass
S04380,Male,18,High School,Medium,Yes,Quiet,2.89,82.1,8.46,3.5,100.0,63.4,0,No,1.7,Fail
S04381,Female,17,Master,Low,Yes,Moderate,2.58,77.6,7.78,3.7,71.8,52.3,3,Yes,1.64,Fail
S04382,Male,17,Bachelor,High,Yes,Moderate,2.12,78.5,6.97,4.3,86.8,80.7,1,Yes,1.87,Fail
S04383,Male,15,High School,Medium,Yes,Moderate,3.51,84.8,6.47,2.2,67.5,65.5,3,No,1.62,Fail
S04384,Female,16,High School,Medium,Yes,Moderate,2.39,85.6,7.58,4.0,75.5,57.9,0,Yes,1.21,Fail
S04385,Male,16,Master,Medium,Yes,Quiet,3.4,98.3,5.32,3.2,55.6,58.3,6,Yes,1.88,Fail
S04386,Male,15,Master,Medium,Yes,Quiet,3.21,95.2,6.4,2.6,79.3,73.1,2,No,2.46,Pass
S04387,Male,15,Master,Medium,Yes,Quiet,2.49,70.1,6.21,4.5,74.6,70.2,3,Yes,2.03,Fail
S04388,Male,18,Bachelor,High,Yes,Moderate,1.33,82.1,8.24,1.5,100.0,88.8,2,No,0.73,Fail
S04389,Male,17,High School,High,Yes,Moderate,1.76,73.9,5.62,1.5,67.3,75.8,2,No,1.19,Fail
S04390,Female,17,High School,High,Yes,Quiet,1.95,58.9,7.93,0.0,73.6,84.0,3,No,1.82,Fail
S04391,Female,17,High School,High,Yes,Moderate,1.8,85.9,7.39,1.1,93.6,69.9,1,Yes,2.01,Pass
S04392,Female,18,Master,Medium,Yes,Quiet,3.55,90.8,7.4,1.8,79.5,76.9,3,No,2.36,Pass
S04393,Female,15,High School,Medium,Yes,Quiet,5.56,85.7,6.53,2.4,77.5,68.8,2,No,2.43,Pass
S04394,Female,15,Bachelor,Low,Yes,Moderate,2.39,89.4,5.54,3.2,77.4,96.7,0,No,1.79,Fail
S04395,Female,17,Bachelor,Low,Yes,Quiet,2.54,81.7,7.5,3.8,65.1,76.6,4,Yes,2.48,Pass
S04396,Male,17,Bachelor,Low,Yes,Moderate,2.3,74.7,7.89,0.5,73.5,47.8,0,No,2.63,Pass
S04397,Female,18,Master,Low,No,Noisy,4.03,81.3,7.5,2.7,81.2,66.8,2,No,2.9,Pass
S04398,Female,16,High School,Medium,Yes,Quiet,3.51,98.7,6.86,1.0,62.6,73.0,3,No,1.46,Fail
S04399,Male,16,Master,Low,Yes,Moderate,2.98,88.7,5.86,0.5,64.1,69.4,0,Yes,2.24,Pass
S04400,Male,17,High School,High,Yes,Noisy,1.54,69.8,6.38,3.0,98.2,82.1,2,No,1.75,Fail
S04401,Female,18,High School,High,Yes,Quiet,1.84,86.3,7.45,2.7,87.5,62.4,3,No,1.39,Fail
S04402,Male,17,Bachelor,Low,Yes,Quiet,3.21,97.7,6.21,3.2,84.5,70.1,2,No,3.09,Pass
S04403,Female,16,High School,Low,Yes,Quiet,3.27,92.6,6.04,3.4,71.8,83.4,0,No,1.62,Pass
S04404,Male,17,Master,High,Yes,Moderate,2.98,97.9,5.55,1.8,83.3,48.7,1,Yes,2.85,Pass
S04405,Female,16,Bachelor,High,Yes,Moderate,3.8,70.1,7.54,4.1,44.0,55.4,5,Yes,1.8,Fail
S04406,Male,16,High School,High,Yes,Moderate,1.53,86.3,7.51,1.1,61.9,98.6,2,No,1.55,Fail
S04407,Male,16,High School,High,Yes,Moderate,3.36,81.5,8.15,0.9,89.4,64.3,2,No,2.31,Pass
S04408,Female,15,Bachelor,High,Yes,Moderate,3.3,90.9,4.86,3.1,69.9,82.5,3,No,1.88,Fail
S04409,Female,15,Master,Medium,Yes,Quiet,1.85,76.5,8.17,2.8,76.9,86.1,0,No,2.43,Pass
S04410,Female,17,Bachelor,Low,Yes,Noisy,2.27,76.3,8.11,1.3,85.4,50.5,3,Yes,1.63,Fail
S04411,Female,16,Bachelor,Medium,Yes,Quiet,3.83,85.0,8.21,1.3,68.7,57.1,4,Yes,2.5,Pass
S04412,Female,15,Master,Low,Yes,Quiet,1.63,75.8,7.12,3.1,70.7,70.1,0,No,1.65,Fail
S04413,Male,17,Bachelor,High,Yes,Noisy,5.96,87.6,7.22,2.9,74.6,59.9,2,Yes,2.54,Pass
S04414,Female,17,High School,Medium,Yes,Noisy,3.67,64.6,7.22,0.9,82.3,76.0,7,Yes,2.02,Fail
S04415,Female,17,Bachelor,Medium,Yes,Moderate,2.93,96.8,6.09,1.5,55.5,77.9,1,No,2.62,Pass
S04416,Male,17,Bachelor,Low,Yes,Quiet,2.7,57.1,6.13,1.1,84.5,73.1,2,No,1.44,Fail
S04417,Male,17,Bachelor,Medium,Yes,Noisy,3.95,94.0,7.23,0.0,79.6,69.3,3,No,2.66,Pass
S04418,Female,18,Bachelor,Medium,Yes,Moderate,2.51,79.2,6.75,4.5,81.6,78.6,1,Yes,1.99,Fail
S04419,Male,16,PhD,High,Yes,Moderate,2.56,70.5,7.72,2.9,68.9,87.9,0,Yes,1.49,Fail
S04420,Male,17,High School,Low,Yes,Noisy,4.74,86.7,6.64,4.2,79.2,89.5,0,No,2.72,Pass
S04421,Female,18,PhD,High,Yes,Quiet,2.43,93.9,5.53,2.0,94.3,74.0,6,No,2.31,Pass
S04422,Male,16,Bachelor,High,No,Moderate,3.16,96.6,5.58,1.0,90.2,56.8,4,No,1.96,Fail
S04423,Male,15,Bachelor,Medium,Yes,Moderate,2.09,96.3,6.24,1.2,98.4,67.4,2,No,1.98,Fail
S04424,Female,17,High School,Medium,Yes,Moderate,3.31,76.4,7.73,1.2,66.5,80.2,3,Yes,2.24,Fail
S04425,Female,18,High School,Medium,Yes,Quiet,3.7,87.0,6.48,1.7,90.2,86.5,2,Yes,2.55,Pass
S04426,Male,15,Master,Low,Yes,Quiet,5.02,67.2,7.3,0.2,70.6,86.0,2,No,2.44,Pass
S04427,Male,18,Bachelor,Low,Yes,Moderate,1.88,85.8,5.33,1.9,46.0,67.4,2,No,1.26,Fail
S04428,Female,16,High School,High,Yes,Quiet,1.26,88.4,7.16,1.6,94.0,73.4,5,No,2.02,Fail
S04429,Male,16,Bachelor,Medium,Yes,Quiet,2.68,81.2,7.04,3.8,91.6,77.8,2,Yes,1.83,Fail
S04430,Male,15,High School,Low,Yes,Quiet,2.26,66.6,8.19,3.3,100.0,91.9,3,No,1.41,Fail
S04431,Male,18,PhD,Medium,Yes,Quiet,2.98,79.1,7.15,1.9,58.1,58.7,0,No,0.88,Fail
S04432,Female,17,Master,Medium,No,Quiet,3.63,100.0,7.76,3.2,82.5,76.9,0,No,1.94,Pass
S04433,Male,17,High School,Low,Yes,Quiet,5.72,88.9,8.95,0.9,76.7,62.3,2,No,3.54,Pass
S04434,Male,15,Master,Medium,Yes,Noisy,2.46,80.2,7.04,0.6,97.2,87.5,1,No,2.32,Pass
S04435,Female,15,Master,Low,Yes,Quiet,0.5,83.4,8.53,2.4,59.2,69.5,1,No,1.33,Fail
S04436,Male,15,High School,Low,Yes,Moderate,2.71,88.8,7.12,2.7,76.2,73.6,2,Yes,2.25,Pass
S04437,Male,18,Bachelor,Medium,Yes,Moderate,3.42,69.5,6.47,2.3,81.4,57.4,3,Yes,1.91,Fail
S04438,Female,17,Bachelor,Medium,Yes,Moderate,1.84,70.0,6.89,4.5,91.1,63.6,4,No,1.18,Fail
S04439,Female,17,Bachelor,Low,Yes,Quiet,3.28,77.6,6.49,3.5,86.2,99.8,1,No,1.55,Fail
S04440,Female,17,High School,Medium,Yes,Noisy,3.16,79.9,6.53,4.1,79.5,79.2,4,No,1.73,Fail
S04441,Female,15,High School,Low,Yes,Moderate,3.31,100.0,6.43,1.7,75.3,72.8,1,Yes,1.79,Fail
S04442,Male,17,Bachelor,Low,Yes,Quiet,3.95,85.7,6.7,3.0,78.7,90.6,3,Yes,2.04,Pass
S04443,Male,16,High School,Low,Yes,Moderate,2.9,79.8,7.71,0.9,91.3,92.6,1,Yes,1.71,Fail
S04444,Female,15,Master,Low,Yes,Quiet,3.66,85.6,5.3,1.4,67.6,69.4,3,No,2.61,Pass
S04445,Female,17,High School,Low,Yes,Quiet,0.84,64.8,7.29,3.0,76.5,58.5,2,No,0.91,Fail
S04446,Male,18,Bachelor,High,Yes,Moderate,1.85,76.0,7.12,1.2,76.5,67.7,0,No,1.81,Fail
S04447,Female,15,Master,Medium,Yes,Quiet,2.59,77.5,8.38,1.3,48.7,64.6,2,No,2.41,Pass
S04448,Male,16,Bachelor,Low,Yes,Moderate,1.79,74.8,6.63,3.1,50.7,71.5,2,Yes,0.57,Fail
S04449,Female,16,Bachelor,Low,Yes,Noisy,3.01,97.3,8.13,1.4,57.6,74.1,2,No,2.3,Fail
S04450,Male,18,PhD,Low,Yes,Quiet,2.59,91.6,6.14,3.9,76.8,100.0,1,No,2.08,Pass
S04451,Female,18,Master,Medium,Yes,Quiet,2.45,72.9,6.55,2.2,87.5,54.4,4,No,1.96,Fail
S04452,Female,15,High School,Medium,Yes,Moderate,4.06,72.3,7.42,2.2,70.7,50.4,0,Yes,1.47,Fail
S04453,Male,15,Bachelor,Low,Yes,Moderate,3.1,72.4,7.61,2.9,55.6,61.2,1,No,1.86,Fail
S04454,Female,16,PhD,Medium,Yes,Moderate,1.7,83.1,6.73,2.3,94.2,24.5,1,No,1.9,Pass
S04455,Male,18,High School,Medium,Yes,Noisy,2.28,87.0,7.22,2.9,84.2,41.6,4,Yes,1.96,Fail
S04456,Male,15,High School,Low,Yes,Noisy,3.9,89.2,6.84,1.1,76.6,50.1,4,Yes,2.35,Pass
S04457,Male,16,High School,Medium,Yes,Moderate,3.24,74.9,7.79,0.0,83.7,87.0,4,No,2.93,Pass
S04458,Male,18,High School,Medium,Yes,Quiet,4.44,83.2,6.85,0.4,64.2,49.7,2,Yes,2.2,Pass
S04459,Male,16,Bachelor,Low,Yes,Moderate,4.02,84.4,6.78,1.8,95.5,44.5,3,No,1.82,Fail
S04460,Female,17,Master,Medium,Yes,Moderate,2.53,97.0,7.99,3.2,84.8,57.3,1,No,1.35,Fail
S04461,Female,18,PhD,Medium,Yes,Moderate,4.72,92.7,7.21,5.7,77.8,76.0,1,Yes,1.83,Pass
S04462,Male,15,Master,Medium,Yes,Quiet,4.82,70.6,7.67,1.6,74.9,62.3,2,No,1.65,Fail
S04463,Female,15,High School,Medium,Yes,Moderate,0.86,66.2,9.5,1.5,81.1,64.9,1,Yes,2.06,Fail
S04464,Male,17,High School,Medium,Yes,Moderate,3.04,83.9,5.01,3.0,87.2,61.4,2,Yes,1.76,Pass
S04465,Female,18,PhD,Medium,Yes,Quiet,2.34,78.6,5.97,2.8,53.9,50.1,2,Yes,1.83,Fail
S04466,Female,16,High School,Medium,Yes,Noisy,2.69,75.4,6.07,2.9,68.3,56.1,2,Yes,1.16,Fail
S04467,Female,15,High School,Medium,Yes,Noisy,2.02,77.4,6.15,2.1,75.0,57.7,3,No,1.94,Fail
S04468,Female,17,Master,Low,Yes,Moderate,1.87,90.8,8.42,0.0,74.4,79.5,2,No,2.61,Pass
S04469,Male,17,Bachelor,Medium,Yes,Moderate,4.08,70.0,4.33,2.8,69.3,53.2,0,No,2.33,Pass
S04470,Male,18,High School,Medium,Yes,Quiet,1.6,100.0,7.48,2.4,91.7,85.3,0,No,2.12,Pass
S04471,Female,18,Master,Medium,Yes,Moderate,3.11,77.8,5.47,0.1,69.6,80.3,4,No,2.17,Pass
S04472,Female,15,PhD,High,Yes,Moderate,1.38,91.3,7.03,3.4,64.0,46.5,0,Yes,1.21,Fail
S04473,Male,17,High School,High,Yes,Moderate,4.52,78.3,7.26,3.6,73.0,75.8,1,No,2.2,Pass
S04474,Female,16,Master,Low,Yes,Quiet,3.04,69.8,7.91,3.3,100.0,70.8,2,Yes,2.56,Pass
S04475,Male,17,High School,High,Yes,Moderate,3.89,83.5,6.73,1.9,80.2,90.4,3,Yes,2.35,Pass
S04476,Male,16,Bachelor,Medium,Yes,Noisy,3.23,72.5,6.83,2.8,72.8,57.7,4,No,1.91,Fail
S04477,Male,16,Master,Medium,Yes,Quiet,2.7,86.5,4.95,1.2,75.0,79.8,1,Yes,1.12,Fail
S04478,Female,15,PhD,High,Yes,Quiet,3.08,84.7,9.28,0.4,53.7,81.9,3,Yes,2.73,Pass
S04479,Male,17,High School,Medium,Yes,Moderate,4.81,78.1,7.31,2.4,77.2,43.8,1,No,1.72,Pass
S04480,Female,16,High School,Medium,Yes,Moderate,1.92,86.5,7.44,0.2,83.6,89.6,1,No,1.7,Pass
S04481,Male,18,High School,High,Yes,Quiet,0.5,95.4,8.07,2.3,86.6,59.0,0,No,1.08,Fail
S04482,Female,16,Bachelor,Low,Yes,Noisy,2.06,83.9,6.93,2.4,77.6,77.0,2,Yes,2.2,Pass
S04483,Female,18,High School,Low,Yes,Quiet,1.55,77.7,7.42,1.3,68.8,66.7,4,Yes,1.52,Fail
S04484,Female,18,Bachelor,Medium,Yes,Noisy,4.16,89.0,7.72,5.4,93.6,67.1,1,No,2.27,Pass
S04485,Male,17,High School,High,Yes,Quiet,2.79,89.4,5.53,1.6,74.4,57.9,0,No,2.61,Pass
S04486,Male,18,Bachelor,High,Yes,Quiet,3.99,82.2,7.53,2.8,65.3,61.1,1,Yes,2.37,Pass
S04487,Female,16,High School,Low,Yes,Noisy,3.04,98.7,9.08,2.2,68.5,76.7,2,No,2.97,Pass
S04488,Female,18,Master,High,Yes,Noisy,3.01,82.0,8.75,3.9,74.9,91.3,6,Yes,2.21,Fail
S04489,Female,17,High School,Low,Yes,Noisy,3.2,99.9,8.53,2.0,75.6,51.7,2,Yes,1.78,Fail
S04490,Male,15,High School,High,Yes,Quiet,4.78,78.5,8.91,0.6,71.9,62.0,2,No,2.62,Pass
S04491,Male,16,Master,Medium,Yes,Moderate,3.22,93.5,5.74,3.1,84.7,73.9,1,No,2.14,Fail
S04492,Male,16,Bachelor,Low,Yes,Quiet,4.33,82.8,6.48,0.2,78.7,73.1,1,No,2.63,Pass
S04493,Male,17,High School,Low,Yes,Quiet,4.25,87.7,6.09,1.2,93.3,77.5,6,No,2.1,Pass
S04494,Female,17,High School,Low,Yes,Quiet,2.8,64.7,10.0,1.7,81.2,87.4,3,No,2.78,Pass
S04495,Female,17,Bachelor,Low,No,Quiet,2.91,100.0,7.24,1.8,74.7,44.3,1,No,1.94,Fail
S04496,Male,17,High School,Medium,No,Noisy,2.55,88.2,5.59,2.0,72.4,61.4,1,No,2.12,Pass
S04497,Male,16,Master,Low,Yes,Quiet,4.54,95.2,5.9,1.9,74.0,85.7,3,No,2.85,Pass
S04498,Female,15,Bachelor,High,Yes,Moderate,1.87,71.2,7.11,2.7,63.8,67.3,0,Yes,1.29,Fail
S04499,Male,18,High School,Medium,Yes,Moderate,2.13,86.7,5.64,1.5,76.5,52.7,3,Yes,1.35,Fail
S04500,Male,18,Bachelor,Medium,Yes,Quiet,2.67,83.2,8.87,3.2,87.2,51.0,1,No,2.2,Fail
S04501,Male,15,Bachelor,Low,Yes,Noisy,1.62,74.4,7.79,1.2,91.7,69.8,5,No,1.42,Fail
S04502,Male,15,Master,High,Yes,Quiet,2.29,97.9,7.31,0.6,82.7,63.8,1,No,2.47,Pass
S04503,Male,15,High School,Medium,Yes,Noisy,4.36,86.5,5.95,0.8,100.0,100.0,2,No,2.32,Pass
S04504,Male,17,Bachelor,High,Yes,Noisy,3.78,84.5,5.68,1.9,84.9,67.6,1,Yes,1.62,Fail
S04505,Female,16,High School,High,No,Noisy,2.5,91.2,7.35,4.0,54.0,58.5,0,No,1.48,Fail
S04506,Male,16,Bachelor,Low,Yes,Moderate,3.96,76.5,7.14,2.5,86.2,88.7,0,Yes,2.34,Pass
S04507,Male,16,Master,Low,Yes,Quiet,5.5,86.6,5.72,1.8,97.0,68.8,1,No,2.78,Pass
S04508,Female,17,High School,High,Yes,Quiet,3.38,85.9,6.95,2.4,76.0,81.6,1,No,2.15,Pass
S04509,Female,16,Master,High,Yes,Moderate,4.7,86.3,6.95,0.7,58.0,98.2,2,No,2.03,Fail
S04510,Female,17,Bachelor,Medium,Yes,Quiet,4.02,95.3,7.74,0.0,52.9,92.2,1,No,2.15,Pass
S04511,Male,16,Master,Medium,Yes,Noisy,2.65,80.8,9.11,1.0,78.6,75.6,2,Yes,2.53,Pass
S04512,Female,15,Master,Medium,Yes,Moderate,3.24,79.7,4.92,0.9,64.8,80.9,1,No,2.11,Pass
S04513,Male,18,High School,Medium,Yes,Quiet,3.63,78.9,7.8,6.1,76.9,90.2,1,Yes,1.6,Fail
S04514,Male,18,High School,Low,Yes,Quiet,2.11,78.4,6.3,5.4,74.4,55.7,2,Yes,1.1,Fail
S04515,Male,17,High School,Medium,Yes,Quiet,0.5,96.0,7.42,5.4,100.0,50.4,1,No,1.25,Fail
S04516,Female,16,High School,Low,No,Moderate,2.0,84.3,7.13,0.7,92.5,100.0,1,No,2.71,Pass
S04517,Female,18,Bachelor,Medium,Yes,Quiet,0.5,95.2,7.5,5.1,71.5,51.2,2,Yes,1.88,Pass
S04518,Female,15,Bachelor,High,Yes,Moderate,2.1,87.7,5.76,1.4,73.8,100.0,1,No,1.7,Fail
S04519,Female,15,PhD,High,Yes,Moderate,0.95,76.3,7.97,5.0,94.0,59.6,3,Yes,0.76,Fail
S04520,Female,15,Bachelor,High,Yes,Quiet,4.06,69.9,7.04,3.2,81.8,56.5,3,No,1.8,Fail
S04521,Male,17,Master,High,Yes,Moderate,1.58,70.5,8.39,1.0,84.8,81.9,4,Yes,1.75,Fail
S04522,Male,17,Master,Medium,Yes,Moderate,3.65,76.1,8.59,5.0,97.7,45.9,3,Yes,2.06,Pass
S04523,Male,16,Master,High,Yes,Moderate,3.92,95.2,7.24,4.9,68.4,100.0,3,No,1.93,Pass
S04524,Male,15,High School,High,Yes,Noisy,3.84,98.0,7.99,0.9,94.3,98.9,3,No,2.7,Pass
S04525,Female,16,Bachelor,High,Yes,Quiet,0.76,85.9,7.9,3.0,74.1,93.1,0,No,0.9,Fail
S04526,Female,16,High School,Medium,Yes,Moderate,4.35,94.3,8.34,0.0,46.3,47.1,2,No,2.35,Pass
S04527,Male,15,High School,Low,Yes,Noisy,3.5,79.5,8.27,1.9,62.5,89.4,2,Yes,1.88,Fail
S04528,Female,16,High School,Low,Yes,Quiet,3.97,78.7,5.84,1.9,66.1,87.8,1,No,2.37,Pass
S04529,Female,18,Master,Low,Yes,Moderate,5.2,92.7,7.28,1.9,100.0,72.5,0,No,3.18,Pass
S04530,Male,17,Bachelor,High,Yes,Moderate,3.95,86.7,5.61,4.9,78.1,82.6,2,No,2.38,Pass
S04531,Male,16,Bachelor,Medium,No,Moderate,1.58,92.3,6.48,0.5,75.4,79.3,2,No,1.86,Pass
S04532,Female,15,PhD,High,Yes,Quiet,3.78,85.5,6.52,2.2,100.0,51.8,2,No,2.93,Pass
S04533,Female,17,High School,Medium,Yes,Moderate,1.2,81.2,7.59,3.6,68.3,63.4,2,Yes,0.99,Fail
S04534,Male,17,Bachelor,Medium,Yes,Quiet,2.92,82.8,6.77,0.5,74.1,65.5,3,Yes,1.64,Fail
S04535,Male,16,Master,Low,Yes,Moderate,2.4,88.1,6.84,1.2,80.5,47.2,1,No,1.65,Fail
S04536,Male,18,High School,Low,Yes,Moderate,3.01,87.4,8.0,4.2,79.2,81.3,3,No,2.06,Fail
S04537,Female,16,Bachelor,Medium,Yes,Moderate,1.19,75.7,7.88,4.5,85.1,86.9,4,No,1.5,Fail
S04538,Male,18,High School,Medium,Yes,Moderate,1.33,83.8,7.28,1.9,88.2,76.8,3,Yes,1.57,Fail
S04539,Male,17,Master,Low,Yes,Quiet,2.46,69.8,7.75,3.8,67.6,98.1,1,No,1.61,Fail
S04540,Female,16,High School,Medium,Yes,Quiet,2.73,81.5,7.65,4.8,51.9,75.2,0,No,1.91,Fail
S04541,Female,15,High School,Medium,Yes,Quiet,2.49,75.8,8.96,1.9,86.0,70.3,1,No,2.13,Pass
S04542,Female,16,Bachelor,High,Yes,Quiet,4.74,54.5,6.79,3.7,52.2,61.7,2,No,1.93,Pass
S04543,Female,18,High School,Low,No,Moderate,3.51,100.0,6.25,1.9,84.8,74.1,3,No,1.5,Fail
S04544,Female,18,High School,Medium,Yes,Moderate,3.48,77.3,7.2,0.5,91.0,29.6,1,No,2.08,Fail
S04545,Male,16,Bachelor,Low,Yes,Quiet,2.54,75.6,6.05,2.5,96.9,96.5,0,No,1.6,Fail
S04546,Male,18,High School,Medium,No,Noisy,1.33,100.0,6.63,2.1,78.0,75.9,3,Yes,1.79,Fail
S04547,Female,17,Bachelor,Medium,Yes,Moderate,3.0,73.3,7.45,1.1,100.0,87.0,3,No,2.8,Pass
S04548,Female,16,Bachelor,Medium,Yes,Quiet,5.17,70.5,6.49,2.0,59.1,87.2,0,No,2.28,Pass
S04549,Female,18,Bachelor,High,Yes,Quiet,3.27,82.9,6.77,2.2,100.0,81.0,1,No,1.74,Fail
S04550,Female,16,Bachelor,Low,Yes,Moderate,4.34,80.1,6.73,2.9,68.5,54.7,0,No,2.33,Pass
S04551,Female,16,High School,Low,Yes,Quiet,4.49,78.6,6.57,4.1,80.5,20.0,0,Yes,0.94,Fail
S04552,Male,15,High School,Medium,No,Noisy,3.67,75.8,5.9,4.1,82.4,100.0,1,Yes,2.4,Pass
S04553,Male,16,Master,Medium,No,Moderate,3.26,83.1,8.01,2.4,100.0,70.3,2,No,1.96,Pass
S04554,Male,15,Master,Low,Yes,Noisy,1.81,100.0,8.37,1.7,63.5,64.9,4,No,1.9,Pass
S04555,Male,18,High School,Medium,Yes,Quiet,2.75,68.9,7.95,4.5,100.0,66.0,2,No,1.47,Fail
S04556,Female,15,Bachelor,Low,Yes,Moderate,2.57,93.4,7.94,2.4,47.8,63.1,3,Yes,2.06,Fail
S04557,Male,15,Bachelor,Low,Yes,Noisy,3.4,100.0,6.58,1.6,78.8,69.8,2,No,1.9,Pass
S04558,Female,15,Bachelor,Medium,Yes,Quiet,1.3,78.7,7.18,2.8,88.6,68.9,2,No,2.35,Pass
S04559,Female,17,Bachelor,High,Yes,Quiet,2.36,88.8,6.22,0.0,95.5,71.8,1,Yes,1.72,Fail
S04560,Female,15,High School,Medium,Yes,Moderate,3.48,83.8,6.87,1.8,58.6,66.4,1,No,2.75,Pass
S04561,Male,16,Bachelor,Medium,Yes,Noisy,2.16,67.8,6.95,1.7,50.5,83.3,4,Yes,1.1,Fail
S04562,Female,15,High School,High,Yes,Moderate,1.9,97.2,5.61,1.3,99.7,80.9,2,Yes,1.54,Fail
S04563,Male,16,Bachelor,Medium,Yes,Moderate,2.05,85.4,7.13,3.1,83.6,62.0,1,No,1.54,Fail
S04564,Male,15,Master,Medium,Yes,Moderate,2.67,79.8,6.47,4.1,51.4,72.9,1,No,1.61,Fail
S04565,Female,17,Bachelor,High,Yes,Quiet,0.5,69.8,7.27,5.0,72.4,52.5,1,No,1.26,Fail
