feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,label
0.939299,-0.720258,-0.659776,-0.67762,-1.88768,0.949435,0.272448,-1.10556,0.322561,0.128801,0.993387,1.59666,1.15689,0.662037,0.754274,-0.889347,-0.869041,0.38565,1.39114,-0.524156,1.58763,-0.941562,-0.997987,0.614072,-1.3958,3
0.0359247,-0.966665,0.371905,-0.91929,0.896922,0.609533,0.505014,1.10735,0.76919,1.05843,-0.843369,-0.40756,-0.644866,-2.0618,-0.0676566,-1.43476,1.35904,1.66667,-1.36744,0.802357,-0.916842,-1.09577,1.38915,0.51272,1.76739,2
1.5976,-1.46765,0.475316,-1.36522,-0.662549,0.598196,1.43818,0.414187,1.2635,-0.40505,0.437624,0.968411,0.55298,0.0995537,-1.13488,1.31195,-0.793548,0.892764,-1.15166,-0.874692,0.319459,0.185819,-0.708419,-0.157392,0.123376,3
0.694267,1.02343,1.18901,-0.465522,0.940868,1.5875,-0.272428,-0.412075,-1.04578,-1.11227,0.64996,0.777129,0.971373,-0.399945,-0.607189,1.00549,-1.45264,-0.33853,1.51211,-0.0949086,0.0156057,1.31789,1.18898,0.338274,-0.81967,1
-1.44476,-0.111853,-0.57107,-0.178246,-1.30065,-0.533409,-0.172058,0.398782,0.414713,0.667178,-1.64954,0.517962,-1.31352,-0.760057,-0.9897,0.220055,0.539032,-0.628743,-0.302942,1.3393,0.231893,-0.571289,-0.499305,0.0643802,-0.711506,0
-0.430544,0.307028,0.978446,-1.00053,-0.685308,0.947653,-0.360031,-1.08061,-0.783765,1.29161,-0.790508,-0.0194621,0.773332,0.936683,1.5934,0.30487,-1.02755,1.00693,-0.698999,1.16302,-0.484863,-0.912521,-0.601975,-0.641912,-0.483064,1
0.291599,0.49058,1.22695,-0.889921,0.616783,1.11979,-1.24161,0.23859,0.732552,0.423038,-1.09119,1.0635,-0.27373,0.523872,-0.327939,0.00157448,1.43066,0.575131,-1.49378,-1.10646,0.859297,0.12299,0.603066,-0.603806,-0.288174,0
1.09863,0.446676,0.353724,0.587943,-0.0598575,0.41564,-1.5927,1.29787,0.509912,0.668143,-0.0200339,0.410846,1.81767,0.999057,0.73459,-1.0057,0.509635,1.21449,-0.972828,-0.353946,0.465863,0.919562,-1.65773,-0.210107,1.43904,2
1.21624,-0.801341,-0.600218,-0.679688,0.10372,-1.29633,0.885596,0.659208,1.51779,0.680129,1.21406,-0.0952834,-1.49739,1.44503,0.451331,1.04452,0.135696,1.58171,0.102618,0.898816,-1.72939,2.13171,-0.35662,1.70228,1.08478,0
0.615912,0.836561,-0.255866,-0.29124,-0.97565,-0.288773,-0.76779,0.442604,0.7609,-1.49171,-0.70724,0.32005,-0.205797,0.778735,-2.24232,-0.0581328,0.680546,-0.464259,-0.122948,-0.448454,1.77736,-0.212179,-0.789523,-0.683158,-0.844937,1
0.351629,0.273181,0.799529,-0.383079,0.791175,-0.083172,-0.511098,-0.745201,0.86975,0.432398,-1.61124,0.0849858,-0.653376,0.42904,1.15101,-1.19339,0.0113656,1.03405,-1.46426,-1.12154,0.678166,-1.20887,-1.82473,-0.45656,0.851169,2
-1.16889,1.48802,-0.0460874,-0.571329,-1.28935,-0.794656,-0.0761784,-1.51522,0.135388,-0.0485315,-0.460388,-0.362574,1.31471,0.319822,1.96199,-0.0731941,-0.112647,0.839906,0.115113,-1.55157,0.353625,-1.28522,-1.34217,-0.273706,-1.09094,0
-0.135246,0.890266,1.05304,-0.288769,0.278432,0.184307,-0.736335,0.437699,1.46696,0.767137,0.527897,-0.946491,-0.288007,1.04004,-0.23484,0.282681,0.38499,1.36163,0.515769,-1.15214,-0.315614,0.568886,-1.51734,-0.724721,-0.0787338,1
-1.16888,0.0836923,-1.34931,0.347288,-0.922676,-0.158201,0.732516,-0.355695,-0.817195,1.47732,-0.478321,-0.563392,-0.972492,-0.328452,1.41878,-0.113158,1.04262,-2.40443,-0.360424,-1.15155,0.212432,-0.435122,0.849675,0.881212,-1.54574,1
1.51815,-0.145049,-0.455713,-1.17623,-0.667021,1.11811,0.846269,0.0944815,-0.19811,0.102011,-0.945783,-0.509071,0.471441,-0.285922,0.240501,-0.630607,0.659796,-0.230292,0.686149,0.316374,0.55789,0.103654,0.681014,0.899105,-0.131481,1
0.89024,0.551813,0.395772,-0.659614,-1.42176,-1.0213,-0.364621,-1.72606,-0.0467364,-0.584272,-0.614321,0.316318,2.19832,1.43509,0.602733,0.449421,-0.0407005,1.14567,1.10887,-0.121244,0.191594,-0.848034,-1.13051,-1.13722,-0.716732,3
1.57405,0.822754,-0.9722,0.492811,1.38607,-0.978419,0.624155,-0.712564,-0.62857,-1.35211,-1.00807,1.15642,-0.227894,1.59009,0.475935,-2.24442,-1.65442,-1.03085,-0.327688,0.417564,0.863081,-0.47922,-0.248325,0.243316,0.919685,3
-0.0251333,-0.261491,0.588944,-0.276833,1.32483,0.831382,-0.160447,-1.59337,-1.56973,-0.536418,-0.490425,-0.46166,0.521135,-0.396842,0.260084,0.425992,-1.36339,-0.606251,-1.28458,0.695088,-0.170173,1.31939,-0.529239,0.875578,0.735943,2
-1.13301,1.70387,-0.681733,0.759075,-1.40233,0.355887,0.127105,0.796753,-1.00214,1.28953,0.61876,-0.326072,-0.625833,-1.20964,-0.226276,-0.541389,-0.108098,-1.30823,-0.693051,1.45246,1.05498,0.94148,-0.735685,1.29041,-0.0955667,3
0.115891,-0.931179,-1.94511,-0.181687,0.067361,-0.260788,0.557625,-0.455024,-1.65196,-1.3226,0.654511,-0.920899,1.1663,-1.04647,0.750623,-1.19708,1.06392,-1.30342,0.693322,1.44149,0.44574,-0.518809,1.25677,1.5724,0.624114,3
-0.981398,0.49422,0.160422,0.211463,0.463277,1.31547,-0.517118,1.55228,-0.520197,1.14422,0.0690263,-1.06799,-0.732502,-0.302079,0.73572,1.02289,0.323764,-1.15448,1.97238,0.579384,-0.489914,0.856902,1.11152,0.639942,-1.14315,1
-0.47909,0.420216,-0.477581,-0.395435,-0.155219,-0.223158,1.18812,-1.07382,-0.325951,-0.35895,0.950864,0.565379,0.949119,-0.461201,0.768142,-0.923607,-0.0933917,0.655377,0.374072,1.00521,0.153025,0.968309,1.05785,0.0666409,0.930019,1
-1.36769,-0.15017,-0.956205,-1.15547,0.605027,-0.339121,-0.108339,-1.01561,0.0513764,-0.906135,-0.54648,-1.75087,-0.873547,0.853467,1.57972,-0.604547,-0.823098,0.599208,0.260989,-0.570397,0.854646,-1.02456,-0.730022,0.474885,-0.698101,2
1.28444,-0.276913,0.580486,0.106626,-0.460696,-0.400332,-0.465992,0.498241,0.988551,-0.505997,0.8399,0.238056,-0.533047,-0.729185,1.08346,-1.02618,1.42353,1.67122,-2.34666,-1.09896,-0.375422,-0.693068,-0.691316,-1.09364,2.01177,2
0.490155,1.45683,1.59574,-0.810594,1.51648,-0.677046,0.664146,0.0859305,0.643268,-1.03377,0.334936,1.01508,0.311346,-1.73403,1.46103,1.22753,0.360144,-0.705154,-1.06153,-1.24664,0.686577,0.47789,-1.83372,-0.919981,1.50643,2
0.23048,0.459939,-1.33759,-1.56178,0.509917,-0.461523,0.108331,1.36383,1.32411,0.515209,-1.13622,-0.634063,-1.14549,1.44083,-0.587699,-0.986816,-0.207502,-0.672503,-0.643429,-0.0602354,-0.180794,1.86109,-0.0833743,0.900756,0.200474,0
1.01987,-1.20569,-1.2964,0.413183,-0.831258,1.02416,0.306546,2.61169,1.85649,0.62498,0.0677625,-1.27498,2.29682,1.24455,-0.563065,-1.35577,1.65668,1.8435,1.6799,0.147609,-0.582469,-0.547745,-1.56408,0.830618,0.943992,2
1.4887,0.831792,-0.520909,0.765811,-1.25549,0.971916,0.214188,-0.781546,-0.313885,-1.21866,0.650967,-1.44572,1.13666,1.12066,-0.569478,-0.275512,0.883457,0.276048,1.46927,-0.623528,-0.312381,1.6467,-0.877865,0.446747,0.0160809,1
0.962386,0.859065,1.27749,-0.633532,0.569369,-0.367684,-1.9557,0.935448,-0.490784,1.45196,-0.857856,1.56791,-0.0943091,-0.125236,0.1143,0.249895,-1.86889,1.04204,1.19169,0.598059,-1.27132,-0.176993,1.44784,0.431711,-0.805267,2
0.203254,0.878678,1.30842,0.663745,1.8464,-0.270776,0.0468141,-1.63105,-0.854927,-1.24818,-0.69598,1.59415,0.56937,-1.29914,1.48987,0.455376,0.420592,-1.08752,-1.34512,-1.05003,1.107,1.01781,-1.32167,-0.0516516,1.4596,2
0.699096,-0.589899,-0.143706,0.806238,0.0647943,-0.566702,-0.365224,1.24897,0.33271,0.742772,0.272431,1.30726,0.588084,-0.335205,-0.615762,-0.796495,-0.878506,1.11368,-1.20191,0.808902,-0.403701,-0.324572,-0.293699,0.671122,1.18682,2
0.543272,0.734303,0.221935,-0.64991,-0.398324,-0.661265,-0.567458,0.366885,0.283518,-2.10841,0.688758,1.26871,0.0228196,-1.83615,0.793079,0.457772,0.245988,-1.15393,0.597962,-1.07828,0.28574,0.385869,-0.781707,-1.43382,0.758658,2
1.50168,0.370067,0.591893,-0.579856,0.0608782,-0.171866,-1.04081,0.429608,-1.7046,0.34522,-0.362337,-0.776931,0.712033,-1.09487,0.0686061,0.449921,-1.12359,-0.590899,0.384526,2.11804,-1.46415,-0.414525,-0.561009,0.411233,0.919894,3
-0.745812,-1.85389,-1.2,-0.925238,1.54859,-1.57451,0.864884,1.25791,1.07059,-1.8613,0.497278,0.696413,0.444683,-0.200318,-1.52089,1.43799,1.40081,-0.713716,-0.873996,1.24555,-0.346319,0.203159,-0.670044,0.878396,1.05303,3
0.424837,-0.355318,0.316715,-1.50675,-1.44,0.649825,0.609451,-1.73128,-0.224294,0.5657,0.157524,-0.483708,-0.419825,0.769096,0.606568,0.320793,0.091278,0.179557,0.110518,0.804588,-0.885081,0.420528,0.381215,-1.08598,-0.736386,1
0.255621,0.948752,1.01047,0.482074,-0.0598599,0.606176,-0.178723,-0.427753,-0.339241,-0.607629,-1.51078,0.762907,0.451201,0.601535,0.0605536,0.0404029,-0.295432,0.694625,0.167297,0.54445,0.245762,-0.585748,0.204156,-0.931043,0.0184105,1
1.20465,0.835211,1.00631,-0.962172,0.93984,-0.338041,-1.16241,-1.35867,-1.27982,-1.28651,0.382124,1.2858,0.165422,-0.990959,1.39005,-0.211558,-0.627442,-1.01369,-0.629186,0.165812,0.214534,-0.494958,-0.587895,-0.638846,0.716464,2
0.415596,-1.72243,-1.37922,-0.993077,-1.0659,0.485087,1.7291,2.09085,1.52992,-0.304393,-0.665848,0.918339,1.25615,-0.267744,0.290696,1.00477,0.267511,0.157129,1.03139,0.543737,0.770519,-1.35104,-1.94192,1.63328,-0.495876,3
1.33126,0.814411,-0.528903,-1.69745,-1.81718,-0.27351,-0.828409,-1.87256,-0.051086,-1.1862,-0.769965,-1.72578,0.599551,1.40384,-0.916298,-0.143062,0.194115,0.813736,2.06778,1.02953,1.73643,1.60637,-0.797839,-0.508847,-0.769621,1
-0.188083,1.54659,-0.318668,0.157517,-1.40982,0.305971,0.193077,-0.659639,-2.13295,1.55841,-0.702967,-0.613898,0.644165,-0.880694,1.08967,-0.709153,-1.55749,-1.48653,-0.726535,0.720407,0.933478,-1.13722,1.39219,-0.165134,-1.08855,3
0.588316,0.646978,-1.08948,0.997488,-1.3102,-0.15888,0.552185,0.0796974,-0.948476,-0.542903,-1.26911,0.175375,0.897814,0.691148,-0.419573,-0.98042,-0.927899,-0.736145,0.786929,-0.551475,0.634686,-0.925593,1.53439,-0.438433,-1.08666,1
-0.887923,-0.840523,0.454414,-0.205929,0.325193,2.60749,0.684689,0.705931,0.364575,0.273269,0.94196,-1.21467,1.10297,-0.617785,0.601115,-0.955689,-0.279814,0.751735,1.07449,-1.09392,-0.1238,-2.33016,-1.28852,0.215035,-1.07873,3
-0.914645,-1.6019,-1.39631,-0.672205,0.424292,-1.33615,1.13632,-0.876231,1.35424,-0.83221,-0.455229,0.832643,0.682874,0.366277,-0.800864,-1.30885,1.27581,0.746236,-0.730181,-0.207161,-1.16062,-0.480806,0.423286,-0.114575,0.777647,2
-0.500257,0.123375,-1.2315,1.03593,-1.15982,-0.59935,1.04923,-0.512789,-0.225678,-1.20967,0.749931,0.225453,-1.38239,-1.07486,0.0719432,-1.37888,-1.0744,-0.00664423,-1.5297,-0.728013,0.817931,0.118936,0.485499,-0.305458,0.870015,3
0.0570585,-0.224429,-1.7581,0.241075,-0.382974,0.981474,0.966637,0.526247,0.735382,-1.56521,0.0780739,1.25792,1.38646,1.60092,1.11859,-2.13062,-0.764244,0.630629,1.30293,-0.841983,-0.584935,-0.739758,0.261153,0.987213,-0.600769,3
0.821041,0.316952,1.06003,-1.07757,-1.1543,-1.2368,0.703263,-0.901766,1.00305,0.894456,0.51468,0.0947669,-0.776761,-0.208853,-0.54361,1.05565,0.670249,1.91642,0.659877,0.913506,1.07176,-1.36553,0.474061,-0.116877,-0.451343,1
0.131728,-0.567029,0.396469,1.23255,-0.117968,-0.707485,-1.14835,-1.09345,-1.56687,1.27835,2.1663,-0.511535,-1.35256,-0.732037,0.138508,-1.01868,-1.40673,-0.861296,-1.35459,0.822573,0.590624,-0.750255,0.328023,-1.09342,0.636283,0
0.874835,-0.260328,1.09245,0.622082,-0.922064,-0.169532,0.193913,0.254415,-0.699756,0.523225,-1.57764,0.616019,0.399994,-1.63397,1.26153,0.503763,-2.03919,1.10084,0.305346,0.563975,0.459876,-1.19435,-0.801886,-1.17181,0.956997,3
-1.01014,1.82888,-0.368271,0.542213,0.355356,-0.215949,-0.61857,-0.155988,-0.652721,-0.897287,-0.661578,0.0299928,0.525046,0.983239,-0.841757,0.827952,0.975437,-1.32578,1.10256,-0.596053,0.446704,-0.824842,-0.416114,1.73778,-1.98268,1
1.89421,0.751624,0.729507,0.17505,-0.275714,1.11543,0.264547,-0.723096,-1.22965,0.389062,0.904267,0.818382,0.38945,-0.523714,-1.07058,-0.716368,-1.54662,-0.647759,0.100816,-0.182049,-0.569718,-0.0817942,0.863047,0.763266,-0.571035,1
0.381156,-0.817563,-0.384356,-1.94764,-1.45558,0.402911,0.410521,-0.937632,-0.69544,0.257829,0.543334,-1.22331,0.198263,-0.303271,1.29365,1.65025,0.32158,-0.89486,-0.830987,-0.29131,0.751955,0.203769,0.0846319,-0.520552,-0.951193,1
-0.767689,-1.63473,-0.715839,-0.768889,0.865705,-0.767719,1.35609,0.410517,1.47413,0.50229,0.321252,0.656452,-1.25167,-0.732885,-0.642938,0.853791,0.786899,-0.863972,0.357517,-1.457,0.31873,-0.985856,0.221475,1.03145,-1.07726,0
0.987564,-0.401902,0.786399,-1.36667,-0.54819,0.909618,-0.252821,-0.742721,0.659847,-1.03359,1.14214,1.47199,0.365387,-1.05204,-0.77352,0.888095,0.909908,-0.120276,-1.66411,-1.89533,-0.606802,-0.17359,-0.395573,0.271583,-0.636369,0
-0.717571,-0.719712,-1.37116,0.719987,0.956289,-1.39014,0.285836,1.21293,0.500211,-1.17296,-1.5246,-0.587139,-0.264954,1.65962,-0.729519,1.10178,1.11515,-0.57812,-1.06791,-0.221636,-0.658288,0.883678,0.821532,0.849932,0.153269,0
-0.657821,-1.42872,-0.611467,-0.543844,-0.938742,1.02853,0.440156,0.201104,-0.417971,0.165769,-1.75426,-1.16642,0.852624,0.143362,-0.445288,1.3157,-0.321727,-0.46968,-0.101883,0.691142,0.133267,-0.315454,-1.44618,0.635208,-0.813113,3
-0.0928704,-0.487837,-1.13964,-0.798771,-1.18175,-0.706906,-1.11221,-0.0362463,-1.60572,0.332213,-0.775649,-1.83852,1.21546,-0.891632,-0.344165,-0.363135,-0.713057,-1.23655,-0.516893,2.40493,-0.608671,-0.150602,-2.08736,0.142415,0.909693,3
0.918606,0.49895,1.50633,0.435471,2.02978,-0.0466493,0.825131,-0.339296,-0.757024,-1.28855,-0.998686,0.474507,0.4254,-0.291172,-0.749951,0.662267,0.224074,0.623198,-0.560576,0.937989,-0.930313,-1.40273,1.23555,-0.709946,1.01846,2
0.607328,0.164892,-0.454334,-0.715891,1.18298,-0.132413,-1.39115,1.29292,-1.02503,-0.192301,-1.45119,-0.459173,1.28285,-0.24032,-0.0147495,-1.20158,-0.448394,-1.17203,0.60505,1.40187,-0.651111,0.878749,1.04836,-1.27812,1.20809,0
1.91232,1.15689,1.82405,-1.02731,0.932543,0.928427,-0.900564,-0.945995,0.945644,-1.41528,-0.276759,0.329335,-1.49683,-0.676097,1.47554,-0.577553,0.901567,2.74108,-0.464608,-1.25034,-0.429181,1.25109,1.26436,-0.382969,1.73702,2
0.647453,-0.379529,-1.20843,-1.43985,1.31932,-0.37969,1.04259,0.670635,0.709412,0.82675,-0.141297,0.137614,-1.2615,0.829704,0.255989,-1.60379,-0.228294,-1.22852,-1.3641,-0.426754,-0.071041,0.485503,1.14105,0.863017,0.414917,0
-1.06263,0.742639,-1.18515,0.977906,-1.11097,-1.76962,1.00816,-0.650935,0.101069,-0.683171,0.982367,-0.246055,0.494351,1.35756,-0.335583,1.19036,-0.766968,0.832749,-0.465273,-1.80022,0.363744,-1.64156,1.12786,1.4073,-2.02979,0
1.07198,1.15893,1.31303,-1.07522,0.0683237,0.254416,-0.616611,0.556043,0.373754,0.163646,-0.550317,-0.092748,0.596665,-0.903379,0.573007,0.776246,0.524232,-0.637165,0.71476,-0.728451,-0.587939,-0.1571,-0.855183,-1.45104,0.239846,2
0.711394,-0.455649,-0.587227,-0.488347,0.981903,-0.834326,0.308732,0.455108,-0.586836,-0.24551,0.0710464,0.308063,0.218602,-0.827348,0.498894,-1.05635,-0.258749,-0.574845,-1.43423,0.556066,-0.914888,-0.996232,0.359596,0.274999,1.21826,3
-0.799658,1.59842,-0.300019,-0.566615,-1.30284,-0.270135,-1.52309,-0.337769,-1.31735,-2.26938,1.11158,-1.02048,1.10891,0.83883,-0.53577,2.16302,1.12712,-0.481317,-0.944886,1.22763,1.02492,1.35859,-1.13744,0.627156,-0.608169,1
-0.192081,0.251242,0.0443105,0.644684,-0.883884,0.589153,-0.449155,0.113405,0.315999,-0.542065,0.838574,-0.354741,-0.136539,-0.131892,0.155749,-0.95506,0.262402,0.424575,1.03748,-0.702143,1.41336,-0.708826,0.51013,-1.46489,-0.298648,2
-1.39262,-1.83983,-1.12599,0.276947,-0.166757,-0.462825,0.102341,0.653361,0.74111,0.780358,0.541685,0.393919,-2.00076,1.02613,-0.580717,1.17121,0.571917,-0.873615,-0.316406,-0.289857,0.799911,0.359407,1.34453,0.804851,-1.43502,0
-0.134065,-1.12502,0.427318,0.107616,0.472707,0.610459,-0.504532,1.54589,1.12226,0.816411,0.929837,-0.781109,0.0688934,0.676522,-1.395,1.16596,0.171355,0.770663,-1.49013,-1.07766,-0.239582,-0.202325,-1.30172,0.445047,-0.239725,3
0.315032,-0.577193,-0.652439,-0.75376,1.04134,-1.08732,0.917912,0.351281,-0.415735,0.541323,0.492173,-0.6485,0.493216,0.49358,1.09974,0.582893,0.259684,-0.713355,-0.310618,0.930556,-0.797837,0.29071,0.725307,0.431723,0.747898,0
1.61157,-0.626927,1.08275,0.383802,0.777644,-1.16164,-0.380498,-0.52995,-0.17138,-0.361304,-0.42335,1.4931,-2.1355,-0.67994,0.807118,1.06367,-0.925065,0.567921,-1.63439,-0.82392,-0.885554,0.399022,1.18081,-0.134253,0.978866,2
0.171276,0.344517,0.332561,0.174089,-0.224214,1.0834,-0.737028,-0.534655,0.37453,-1.33774,0.955008,0.610081,-1.67223,-0.941855,0.880551,-1.69676,-0.634832,0.869733,0.277101,0.193024,-0.795424,-0.527341,-1.1288,-0.467007,0.93195,2
-0.566376,-1.43693,-1.24172,0.247056,-1.60068,-0.79656,1.5189,1.74578,0.979752,-1.11921,1.18104,-0.313048,0.575961,-2.41604,-1.0059,0.0577223,-1.90394,0.975341,0.599073,0.921273,0.749103,-1.4722,-2.06896,-0.199912,1.13677,3
-0.535614,1.28057,0.92168,0.113229,0.913592,0.361504,-0.446715,-1.32525,-0.503125,-0.933779,-0.797691,1.11113,-0.455407,-0.533727,-0.158364,-0.418131,0.0882048,0.526774,-0.337499,-0.10806,0.403736,0.765842,0.80083,0.579705,0.181882,2
-0.735505,0.670451,0.335211,-0.146679,2.07338,-0.619779,1.84874,0.308075,1.05935,-0.537981,-0.691433,-0.247544,-0.825569,0.356912,0.44066,0.226874,1.72296,-1.47049,1.2215,0.588303,0.253511,-1.57907,-1.49909,0.616416,0.13147,3
-0.898269,-0.385104,-1.63106,0.540358,-1.90149,0.437301,0.940262,-0.147518,-0.33448,-0.815602,1.05552,-0.76299,0.757305,-0.973032,0.769739,-1.59617,-0.834458,0.078896,0.0975043,-0.392521,0.674301,-0.621022,-0.345854,-0.675607,0.269344,3
0.715037,-0.762033,0.919245,-1.50909,0.921308,-0.739201,-0.920024,0.9674,0.572092,1.53661,-1.08151,0.606701,0.184926,-1.26411,1.24592,0.109715,0.674365,0.471073,-1.85726,-0.457924,-0.604573,0.878512,1.23737,-1.5122,1.67455,2
-1.81072,-1.80043,-1.10506,-0.347222,-0.892139,-0.927299,0.977461,-0.748894,0.193365,2.42686,-0.821447,-1.57309,0.339073,-1.12775,0.0494641,1.17386,0.281982,0.982423,-0.837461,0.78203,1.20015,1.10242,-0.520871,2.1295,-0.107874,0
-1.80965,-1.97237,-2.23152,-0.442554,-1.62276,1.05635,0.803954,-0.685874,1.27503,-1.04129,-0.40531,-1.32177,-0.304029,1.37423,-0.230809,-1.87126,-1.00214,1.3003,1.10673,-0.989925,1.21306,-1.21081,-0.781237,0.222527,-1.44735,2
-0.806982,1.80459,0.187395,1.14601,1.42366,-1.17456,-0.189121,-1.38697,-1.85778,-0.972649,-0.222355,-2.05506,-2.001,0.824518,-0.73639,0.662811,-0.507329,-2.83783,-0.786017,0.50317,-1.29642,-0.24392,-0.637424,-0.748013,-0.744318,3
0.882345,0.196285,0.0626005,-0.555526,-0.958792,0.263429,-0.617111,-0.0172039,-0.988511,-0.308162,0.576106,0.799638,1.10958,0.20316,0.913619,0.341555,-0.203821,-0.167401,-0.0324797,0.539788,-1.27821,-0.76476,1.05361,-0.56188,-0.458117,1
1.7125,-0.82776,0.690657,0.374046,0.11563,0.966684,1.35258,-0.769823,0.143583,1.19675,-0.490744,0.522561,-0.949451,-0.515768,-1.11374,-0.879634,-0.578564,0.945188,0.0217469,-0.168464,-0.897784,-0.809814,1.19952,1.15591,-0.0873714,1
0.150864,1.70467,-1.01575,1.68004,-0.820821,-0.609897,1.37686,-0.184187,-0.733891,-1.00028,1.16591,-0.449284,-0.467881,0.652075,0.559359,-1.40284,-1.72758,0.330807,-1.08225,-0.172396,-0.342246,0.488544,-0.229106,0.496635,0.887573,3
-1.10597,0.629295,0.549049,-0.167203,-0.662762,1.43484,-0.122224,0.757143,-0.0984291,-0.608158,1.26415,-1.65376,1.12604,0.128005,0.239392,1.5129,1.09869,0.811018,0.489518,0.993948,0.754517,0.82679,-1.57402,0.320305,0.165448,1
-0.712567,-0.143291,-0.0176243,0.49668,-0.88377,0.930214,-0.469599,0.905375,0.383989,-0.481035,-0.225858,-0.659782,1.16134,-0.155246,-0.43748,0.243193,-0.0393035,0.337564,0.655747,-1.14167,-1.03066,-0.37913,-0.123386,-1.32985,-0.637154,2
-1.45392,0.165588,0.560592,-0.168025,0.0166509,-0.484309,1.34658,-0.75639,0.991367,0.9247,0.71707,-0.13942,0.544526,-0.814654,0.596754,-0.271959,0.195573,1.61116,1.35063,0.667501,1.01467,-0.797996,0.224722,-0.405311,0.273108,1
-0.218755,0.421786,0.162652,-1.26997,0.619762,-0.0789542,1.04791,-0.935701,-1.18046,-0.773758,-0.619468,-0.156609,-0.03052,-0.352426,0.634097,1.46086,-1.42626,-1.20869,-0.601508,-0.756096,-1.3503,-1.04645,1.31883,0.487085,-1.4569,1
-0.221411,0.384264,-0.828342,-0.544301,-0.694666,1.59472,-0.903914,-1.41719,-0.979292,-0.817025,-0.761701,-1.45385,-0.161462,0.954532,0.733515,-0.952034,-1.16679,0.433985,1.10763,-0.462101,-0.819477,1.32426,-0.433101,1.35559,-1.04039,1
0.81182,-0.314036,-0.102073,1.06775,-0.723179,0.918198,0.825364,1.56788,0.840765,-1.18814,-1.68572,0.0668154,-0.596067,-0.222807,-0.893801,-0.197739,-0.991465,0.71049,0.875056,-0.385941,0.497529,-1.00398,-0.892459,-0.544047,0.204466,3
0.343071,0.970719,-0.721411,-1.08764,-0.605361,-0.364073,-1.63281,0.610485,0.86864,-0.914066,-1.61825,0.125278,-0.246318,2.02645,-0.638422,0.271557,1.15574,0.431258,-0.669316,-1.07438,-0.344042,1.23786,0.539094,0.643036,-1.09893,0
0.182377,-0.111774,-0.599527,-0.506631,1.0173,-0.691229,-0.839916,1.04453,0.705956,-0.577218,-0.200638,-0.292677,-1.11494,1.05689,0.52517,0.383565,0.183627,0.817311,-0.586096,-0.775047,0.823631,0.672651,0.857936,1.2299,-0.0157891,0
-0.166346,0.685738,-1.07121,1.4773,0.581888,-0.896392,-0.893412,1.04456,0.106332,1.16337,-0.153966,0.35601,-1.44081,0.959106,-0.643806,-1.70505,-0.730709,-1.5784,0.570517,-1.31605,-0.898535,-0.0893905,1.08976,0.305367,-0.970008,1
0.604249,1.18642,2.03186,1.25386,2.33757,1.46181,0.446873,-1.4284,-1.04724,-0.208463,1.00951,2.09124,0.786732,0.117003,1.46627,-0.569749,-0.572969,-0.144632,-1.7636,0.257928,-0.964754,1.13429,-1.1341,0.24192,1.76989,2
-0.18968,0.0322212,0.245349,-1.50978,1.45198,0.315415,-1.73692,-0.43587,-0.903665,-1.37417,-0.712975,-0.655154,1.54149,0.210822,0.145554,1.21127,-1.12482,-1.5201,1.65847,-1.50725,1.12492,-0.544958,-0.826767,0.198252,-1.75202,3
-1.24502,-0.87907,1.21051,-0.975629,1.86784,-0.70314,0.579358,-1.4236,0.896823,0.413416,-1.65213,-0.465978,-0.522457,0.593267,-1.06857,1.14698,0.860752,-0.661833,-1.49316,0.263966,0.326368,0.0878479,-1.78725,-1.12522,0.51283,3
1.27107,0.727954,-0.0854429,1.53243,0.286111,-0.315602,-0.391775,-1.44311,-1.4431,-0.723933,-0.170645,-0.250731,-0.463545,0.871342,0.861289,-1.61841,-0.573289,-1.08491,-1.06278,-0.385316,0.255142,-1.03965,-0.677591,-0.794311,0.71266,3
0.902822,0.866489,1.86153,0.768362,2.02273,0.691393,-0.452552,-0.459989,-1.30251,0.0692135,-0.276242,0.548293,-0.391126,-1.62293,-0.579764,-0.111484,-0.103175,0.868377,-1.15656,1.24717,-0.907839,-0.572311,0.909517,0.817815,1.55252,2
0.287911,0.341824,0.438997,-0.613287,0.333669,0.816281,-1.23193,-0.0363709,-0.270582,0.694089,-1.84422,-1.52388,0.654336,1.0299,-0.860864,1.06197,0.795097,-0.895906,-1.38433,-0.682261,0.765067,1.14754,-2.21691,0.903554,-0.462521,3
0.696001,0.74633,1.31438,0.0214537,-1.27313,-1.13598,-0.857309,-0.519528,-0.102587,0.566654,-0.874407,-0.465049,1.35964,-0.399987,0.124911,1.62624,-0.485839,0.958469,1.04514,0.780171,1.15227,-0.562771,-2.00125,-1.2229,0.169766,3
-0.536264,-0.768701,-0.286905,-0.192488,-0.709231,1.21067,1.64933,-0.817176,0.356277,1.04728,-0.791365,-0.312069,-0.017914,0.231975,0.999609,-0.793615,0.99083,0.319061,-0.728577,0.625305,-1.45717,-0.576342,-0.352621,0.133309,0.356446,3
